,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD),Managed By_Ethiopia Field Office,Managed By_Haiti Field Office,Managed By_PMO - US,Managed By_South Africa Field Office,Fulfill Via_Direct Drop,Fulfill Via_From RDC,Vendor INCO Term_CIF,Vendor INCO Term_CIP,Vendor INCO Term_DAP,Vendor INCO Term_DDP,Vendor INCO Term_DDU,Vendor INCO Term_EXW,Vendor INCO Term_FCA,Vendor INCO Term_N/A - From RDC,Shipment Mode_Air,Shipment Mode_Air Charter,Shipment Mode_Ocean,Shipment Mode_Truck,Product Group_ACT,Product Group_ANTM,Product Group_ARV,Product Group_HRDT,Product Group_MRDT,Sub Classification_ACT,Sub Classification_Adult,Sub Classification_HIV test,Sub Classification_HIV test - Ancillary,Sub Classification_Malaria,Sub Classification_Pediatric,First Line Designation_No,First Line Designation_Yes
1308,60,37240,275576.0,7.4,0.12,2519.0,15252.7,440.92,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
1309,60,11181,32536.71,2.91,0.05,566.0,3594.6,52.06,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1310,30,12000,24000.0,2.0,0.07,700.0,954.13,38.4,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
1311,120,2580,106038.0,41.1,0.34,559.0,3562.4,169.66,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1312,60,50288,170979.2,3.4,0.06,16709.0,15210.0,273.57,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
1313,60,1080,1890.0,1.75,0.03,4668.0,8787.28,3.02,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1314,180,20,1000.0,50.0,0.28,1024.0,5226.6,1.6,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1315,60,7380,21475.8,2.91,0.05,2166.0,22956.0,34.36,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
1316,60,73012,540288.8,7.4,0.12,14083.0,11053.53,864.46,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1317,30,27156,712845.0,26.25,0.88,9344.0,35246.5,1140.55,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1318,30,4332,53803.44,12.42,0.41,338.0,1890.76,86.09,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1319,60,50000,472500.0,9.45,0.16,4657.0,2348.92,756.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1320,30,1600,3200.0,2.0,0.07,422.0,3335.15,5.12,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1321,60,51364,487958.0,9.5,0.16,5372.0,16430.72,780.73,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1322,60,40000,288000.0,7.2,0.12,7393.0,6051.02,460.8,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
1323,100,25,1800.0,72.0,0.72,12.0,785.88,2.88,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1324,240,160,2640.0,16.5,0.07,938.0,11340.2,4.22,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
1325,240,4296,9021.6,2.1,0.01,1600.0,10314.28,14.43,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
1326,30,15000,393750.0,26.25,0.88,1365.0,9904.65,630.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1327,60,1061,3607.4,3.4,0.06,106.0,1054.52,5.77,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1328,100,240,1200.0,5.0,0.05,751.0,190.06,1.92,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
1329,60,760,7182.0,9.45,0.16,199.0,1917.53,11.49,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1330,200,16,22.4,1.4,0.01,199.0,1917.53,0.04,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1331,180,1428,71400.0,50.0,0.28,2955.0,4551.52,114.24,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1332,60,65524,622478.0,9.5,0.16,14599.0,32146.52,995.96,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1333,60,37240,275576.0,7.4,0.12,4252.0,15696.7,440.92,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
1334,120,150,12330.0,82.2,0.68,34.0,1608.7,19.73,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1335,100,30,2160.0,72.0,0.72,7.0,774.84,3.46,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1336,30,40000,1050000.0,26.25,0.88,3512.0,1772.4,1680.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1337,60,66268,490383.2,7.4,0.12,6606.0,22666.98,784.61,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
1338,30,8000,16000.0,2.0,0.07,6606.0,22666.98,25.6,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
1339,60,38975,280620.0,7.2,0.12,13123.0,9161.95,448.99,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1340,60,11640,90210.0,7.75,0.13,16778.0,9043.65,144.34,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
1341,60,20186,64595.2,3.2,0.05,4218.0,43041.34,103.35,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1342,60,15048,140698.8,9.35,0.16,1448.0,3613.31,275.77,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1343,60,720,6732.0,9.35,0.16,66.0,772.04,13.19,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1344,60,90323,668390.2,7.4,0.12,9635.0,52979.7,1069.42,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1345,100,5000,50.0,0.01,0.0,,,0.1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
1346,60,44432,151068.8,3.4,0.06,2503.0,3629.37,296.09,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
1347,60,35400,120360.0,3.4,0.06,1987.0,14931.8,192.58,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1348,30,10000,262500.0,26.25,0.88,878.0,4401.4,514.5,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1349,60,32017,124866.3,3.9,0.06,2353.0,3210.18,199.79,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1350,240,3200,6720.0,2.1,0.01,1120.0,8185.2,13.17,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
1351,60,21225,72165.0,3.4,0.06,2521.0,14336.95,141.44,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1352,60,20000,236000.0,11.8,0.2,2283.0,13586.1,462.56,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1353,60,76000,562400.0,7.4,0.12,8912.0,35513.01,1102.3,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
1354,30,50000,600500.0,12.01,0.4,3880.0,3817.12,960.8,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1355,60,80000,576000.0,7.2,0.12,11515.0,,921.6,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
1356,60,123317,912545.8,7.4,0.12,13253.0,64506.78,1460.07,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
1357,60,1893,22337.4,11.8,0.2,215.0,2408.91,43.78,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1358,120,42,1726.2,41.1,0.34,123.0,845.37,3.38,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1359,180,3271,55476.16,16.96,0.09,933.0,3409.91,108.73,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
1360,180,325,5512.0,16.96,0.09,2085.0,23866.2,10.8,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
1361,180,56,2800.0,50.0,0.28,2085.0,23866.2,5.49,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
1362,240,5216,10014.72,1.92,0.01,2085.0,23866.2,19.63,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1363,60,76000,562400.0,7.4,0.12,8848.0,37040.86,1102.3,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
1364,300,40,1644.0,41.1,0.14,52.0,1287.77,3.22,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
1365,60,23524,206070.24,8.76,0.15,3155.0,9021.82,403.9,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1366,336,2,76.72,38.36,0.11,892.0,13353.34,0.12,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
1367,60,1000,1500.0,1.5,0.02,10435.0,121330.06,2.94,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1368,30,5000,60050.0,12.01,0.4,4247.0,8231.95,96.08,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
1369,90,1000,15260.0,15.26,0.17,10435.0,121330.06,29.91,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1370,30,12304,322980.0,26.25,0.88,5197.0,21895.01,633.04,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1371,30,139,3648.75,26.25,0.88,192.0,13538.35,7.15,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1372,60,500,1450.0,2.9,0.05,26.0,1096.71,2.84,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1373,30,8192,90112.0,11.0,0.37,9516.0,101348.75,144.18,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1374,30,3068,52156.0,17.0,0.57,2002.0,10460.94,102.23,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1375,60,8100,23571.0,2.91,0.05,404.0,5866.29,46.2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1376,30,50000,600500.0,12.01,0.4,3842.0,15281.81,960.8,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
1377,60,32256,301593.6,9.35,0.16,5589.0,22758.49,591.12,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1378,30,2871,75363.75,26.25,0.88,249.0,6443.61,147.71,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1379,60,5426,61856.4,11.4,0.19,610.0,,121.24,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1380,60,49385,562989.0,11.4,0.19,5553.0,11492.86,1103.46,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1381,120,12480,512928.0,41.1,0.34,2803.0,8669.38,1005.34,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1382,336,4660,31361.8,6.73,0.02,,,61.47,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1383,90,210,3360.0,16.0,0.18,26.0,997.46,5.38,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
1384,300,365,15001.5,41.1,0.14,,,29.4,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
1385,30,4000,48040.0,12.01,0.4,8523.0,35673.58,94.16,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
1386,60,7350,22050.0,3.0,0.05,404.0,3366.98,43.22,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1387,30,37440,982800.0,26.25,0.88,5712.0,5873.0,1926.29,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
1388,100,15000,1200000.0,80.0,0.8,,,2352.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
1389,60,69491,792197.4,11.4,0.19,7798.0,15128.37,1552.71,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1390,60,489,3770.19,7.71,0.13,28.0,1047.24,7.39,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1391,30,260,6825.0,26.25,0.88,28.0,1180.71,13.38,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1392,60,90,219.6,2.44,0.04,5.0,537.32,0.43,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1393,120,100,4110.0,41.1,0.34,23.0,1152.63,8.06,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1394,60,2106,5138.64,2.44,0.04,3545.0,3599.76,10.07,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
1395,60,150,1.5,0.01,0.0,,,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
1396,30,1250,11250.0,9.0,0.3,1787.0,12798.04,22.05,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1397,30,100000,1100000.0,11.0,0.37,7735.0,15922.67,2156.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
1398,60,5512,39245.44,7.12,0.12,1165.0,7329.83,76.92,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1399,60,264,2312.64,8.76,0.15,27.0,1012.18,4.53,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1400,60,105,809.55,7.71,0.13,6.0,1053.86,1.59,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1401,60,21765,154966.8,7.12,0.12,1984.0,7329.83,303.73,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1402,60,11216,127301.6,11.35,0.19,1894.0,13293.41,249.51,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1403,60,3994,45531.6,11.4,0.19,452.0,7329.83,89.24,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1404,90,3000,45780.0,15.26,0.17,3364.0,7329.83,89.73,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1405,60,810,6245.1,7.71,0.13,47.0,1000.51,12.24,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1406,60,10480,39824.0,3.8,0.06,786.0,11032.42,78.06,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1407,30,37059,407649.0,11.0,0.37,2876.0,4506.18,798.99,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
1408,30,1092,2446.08,2.24,0.07,1585.0,6811.39,4.79,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
1409,240,2304,4423.68,1.92,0.01,1585.0,6811.39,8.67,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1410,60,2052,3591.0,1.75,0.03,3426.0,9797.41,7.04,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
1411,60,192,1445.76,7.53,0.13,11.0,1112.31,2.83,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1412,30,3740,26441.8,7.07,0.24,322.0,3054.1,51.83,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1413,60,8732,25322.8,2.9,0.05,485.0,7302.48,49.63,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1414,30,441,5181.75,11.75,0.39,36.0,9341.49,10.16,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1415,30,576,6768.0,11.75,0.39,47.0,1234.91,13.27,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1416,270,200,2.0,0.01,0.0,,,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1417,60,100,1.0,0.01,0.0,,,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1418,60,42,0.42,0.01,0.0,,,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1419,30,34036,196728.08,5.78,0.19,2901.0,4897.42,424.15,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
1420,60,2510,9789.0,3.9,0.06,190.0,1317.4,21.11,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1421,60,3,34.2,11.4,0.19,1.0,,0.07,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1422,60,1788,5721.6,3.2,0.05,205.0,1380.45,12.34,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1423,30,5,58.75,11.75,0.39,1.0,19480.97,0.13,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1424,30,4350,70687.5,16.25,0.54,909.0,2804.0,,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
1425,30,3024,49140.0,16.25,0.54,275.0,1448.0,,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1426,120,1217,69429.85,57.05,0.48,84.0,1338.04,,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
1427,60,6156,68577.84,11.14,0.19,84.0,1338.04,,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
1428,30,528,8976.0,17.0,0.57,368.0,1619.0,,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1429,270,482,37596.0,78.0,0.29,368.0,1619.0,,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
1430,100,60,8340.0,139.0,1.39,353.0,3684.6,,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1431,100,100,8000.0,80.0,0.8,32.0,695.23,,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1432,60,1260,2016.0,1.6,0.03,988.0,4251.0,,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1433,120,400,16440.0,41.1,0.34,87.0,907.41,,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1434,60,1000,35800.0,35.8,0.6,4436.0,18375.7,,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1435,30,50112,814821.12,16.26,0.54,4436.0,18375.7,,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
1436,30,10000,162500.0,16.25,0.54,901.0,3006.0,,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1437,120,5709,117034.5,20.5,0.17,1238.0,6433.28,,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1438,30,25003,418800.25,16.75,0.56,2177.0,2912.01,,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1439,240,460,9683.0,21.05,0.09,,7364.3,,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1440,100,30,12000.0,400.0,4.0,72.0,947.05,,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1441,60,10000,102500.0,10.25,0.17,980.0,3179.0,,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1442,60,50549,518127.25,10.25,0.17,4680.0,19288.91,,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1443,60,4444,159095.2,35.8,0.6,633.0,,,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1444,120,4000,164400.0,41.1,0.34,1015.0,3256.0,263.04,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1445,60,2000,71600.0,35.8,0.6,1015.0,3256.0,114.56,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
1446,180,4402,220100.0,50.0,0.28,994.0,3501.0,,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1447,30,4515,10113.6,2.24,0.07,259.0,1574.0,16.18,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
1448,60,66370,680292.5,10.25,0.17,6243.0,25729.7,1088.47,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1449,60,1200,42960.0,35.8,0.6,151.0,1516.0,,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
